日付,駅名,乗車人員数
2020-02-29,すすきの,11191
2021-06-01,さっぽろ（南北線）,31774
2021-06-01,さっぽろ（東豊線）,18752
2021-06-01,大通（南北線）,25358
2021-06-01,大通（東西線）,14494
2021-06-01,大通（東豊線）,9510
2021-06-01,すすきの,5912
2021-06-02,さっぽろ（南北線）,31491
2021-06-02,さっぽろ（東豊線）,18157
2021-06-02,大通（南北線）,24551
2021-06-02,大通（東西線）,14158
2021-06-02,大通（東豊線）,9369
2021-06-02,すすきの,5634
2021-06-03,さっぽろ（南北線）,31893
2021-06-03,さっぽろ（東豊線）,18342
2021-06-03,大通（南北線）,25523
2021-06-03,大通（東西線）,14195
2021-06-03,大通（東豊線）,9382
2021-06-03,すすきの,5752
2021-06-04,さっぽろ（南北線）,33908
2021-06-04,さっぽろ（東豊線）,18978
2021-06-04,大通（南北線）,25975
2021-06-04,大通（東西線）,14750
2021-06-04,大通（東豊線）,9695
2021-06-04,すすきの,5749
2021-06-05,さっぽろ（南北線）,18085
2021-06-05,さっぽろ（東豊線）,9344
2021-06-05,大通（南北線）,18634
2021-06-05,大通（東西線）,8546
2021-06-05,大通（東豊線）,5913
2021-06-05,すすきの,5463
2021-06-06,さっぽろ（南北線）,13701
2021-06-06,さっぽろ（東豊線）,7083
2021-06-06,大通（南北線）,14290
2021-06-06,大通（東西線）,6668
2021-06-06,大通（東豊線）,4447
2021-06-06,すすきの,4275
2021-06-07,さっぽろ（南北線）,32961
2021-06-07,さっぽろ（東豊線）,19095
2021-06-07,大通（南北線）,26047
2021-06-07,大通（東西線）,14556
2021-06-07,大通（東豊線）,9568
2021-06-07,すすきの,5687
2021-06-08,さっぽろ（南北線）,32292
2021-06-08,さっぽろ（東豊線）,19511
2021-06-08,大通（南北線）,25638
2021-06-08,大通（東西線）,14506
2021-06-08,大通（東豊線）,9788
2021-06-08,すすきの,5513
2021-06-09,さっぽろ（南北線）,32054
2021-06-09,さっぽろ（東豊線）,19404
2021-06-09,大通（南北線）,25674
2021-06-09,大通（東西線）,14373
2021-06-09,大通（東豊線）,9682
2021-06-09,すすきの,5776
2021-06-10,さっぽろ（南北線）,32985
2021-06-10,さっぽろ（東豊線）,19587
2021-06-10,大通（南北線）,26317
2021-06-10,大通（東西線）,14475
2021-06-10,大通（東豊線）,9727
2021-06-10,すすきの,5762
2021-06-11,さっぽろ（南北線）,34980
2021-06-11,さっぽろ（東豊線）,20620
2021-06-11,大通（南北線）,27552
2021-06-11,大通（東西線）,15366
2021-06-11,大通（東豊線）,9933
2021-06-11,すすきの,6279
2021-06-12,さっぽろ（南北線）,18795
2021-06-12,さっぽろ（東豊線）,10322
2021-06-12,大通（南北線）,18382
2021-06-12,大通（東西線）,8405
2021-06-12,大通（東豊線）,5866
2021-06-12,すすきの,5521
2021-06-13,さっぽろ（南北線）,15156
2021-06-13,さっぽろ（東豊線）,8050
2021-06-13,大通（南北線）,15032
2021-06-13,大通（東西線）,6536
2021-06-13,大通（東豊線）,4467
2021-06-13,すすきの,4509
2021-06-14,さっぽろ（南北線）,33994
2021-06-14,さっぽろ（東豊線）,19683
2021-06-14,大通（南北線）,26078
2021-06-14,大通（東西線）,14611
2021-06-14,大通（東豊線）,9553
2021-06-14,すすきの,5849
2021-06-15,さっぽろ（南北線）,34076
2021-06-15,さっぽろ（東豊線）,19472
2021-06-15,大通（南北線）,27322
2021-06-15,大通（東西線）,14902
2021-06-15,大通（東豊線）,9934
2021-06-15,すすきの,6194
2021-06-16,さっぽろ（南北線）,33831
2021-06-16,さっぽろ（東豊線）,19461
2021-06-16,大通（南北線）,26866
2021-06-16,大通（東西線）,14921
2021-06-16,大通（東豊線）,9685
2021-06-16,すすきの,6100
2021-06-17,さっぽろ（南北線）,34247
2021-06-17,さっぽろ（東豊線）,19487
2021-06-17,大通（南北線）,26657
2021-06-17,大通（東西線）,14733
2021-06-17,大通（東豊線）,9642
2021-06-17,すすきの,6044
2021-06-18,さっぽろ（南北線）,36515
2021-06-18,さっぽろ（東豊線）,20209
2021-06-18,大通（南北線）,28710
2021-06-18,大通（東西線）,15672
2021-06-18,大通（東豊線）,10041
2021-06-18,すすきの,6550
2021-06-19,さっぽろ（南北線）,20792
2021-06-19,さっぽろ（東豊線）,10558
2021-06-19,大通（南北線）,21133
2021-06-19,大通（東西線）,9593
2021-06-19,大通（東豊線）,6415
2021-06-19,すすきの,6067
2021-06-20,さっぽろ（南北線）,16925
2021-06-20,さっぽろ（東豊線）,7865
2021-06-20,大通（南北線）,16286
2021-06-20,大通（東西線）,7237
2021-06-20,大通（東豊線）,4924
2021-06-20,すすきの,5095
2021-06-21,さっぽろ（南北線）,37473
2021-06-21,さっぽろ（東豊線）,21537
2021-06-21,大通（南北線）,29025
2021-06-21,大通（東西線）,15980
2021-06-21,大通（東豊線）,10475
2021-06-21,すすきの,6911
2021-06-22,さっぽろ（南北線）,36274
2021-06-22,さっぽろ（東豊線）,21226
2021-06-22,大通（南北線）,28361
2021-06-22,大通（東西線）,15527
2021-06-22,大通（東豊線）,10147
2021-06-22,すすきの,6837
2021-06-23,さっぽろ（南北線）,36719
2021-06-23,さっぽろ（東豊線）,21307
2021-06-23,大通（南北線）,28873
2021-06-23,大通（東西線）,15687
2021-06-23,大通（東豊線）,10226
2021-06-23,すすきの,6932
2021-06-24,さっぽろ（南北線）,37218
2021-06-24,さっぽろ（東豊線）,21558
2021-06-24,大通（南北線）,29060
2021-06-24,大通（東西線）,15789
2021-06-24,大通（東豊線）,10239
2021-06-24,すすきの,6969
2021-06-25,さっぽろ（南北線）,41012
2021-06-25,さっぽろ（東豊線）,23000
2021-06-25,大通（南北線）,31828
2021-06-25,大通（東西線）,17250
2021-06-25,大通（東豊線）,11127
2021-06-25,すすきの,7988
2021-06-26,さっぽろ（南北線）,32215
2021-06-26,さっぽろ（東豊線）,15459
2021-06-26,大通（南北線）,27088
2021-06-26,大通（東西線）,11547
2021-06-26,大通（東豊線）,7451
2021-06-26,すすきの,8396
2021-06-27,さっぽろ（南北線）,25509
2021-06-27,さっぽろ（東豊線）,12336
2021-06-27,大通（南北線）,21603
2021-06-27,大通（東西線）,8653
2021-06-27,大通（東豊線）,5759
2021-06-27,すすきの,6909
2021-06-28,さっぽろ（南北線）,37955
2021-06-28,さっぽろ（東豊線）,21813
2021-06-28,大通（南北線）,29529
2021-06-28,大通（東西線）,16198
2021-06-28,大通（東豊線）,10623
2021-06-28,すすきの,6969
2021-06-29,さっぽろ（南北線）,37268
2021-06-29,さっぽろ（東豊線）,21943
2021-06-29,大通（南北線）,29046
2021-06-29,大通（東西線）,16019
2021-06-29,大通（東豊線）,10475
2021-06-29,すすきの,6978
2021-06-30,さっぽろ（南北線）,38201
2021-06-30,さっぽろ（東豊線）,22302
2021-06-30,大通（南北線）,30231
2021-06-30,大通（東西線）,16493
2021-06-30,大通（東豊線）,10636
2021-06-30,すすきの,7042
2022-07-01,さっぽろ（南北線）,52284
2022-07-01,さっぽろ（東豊線）,29996
2022-07-01,大通（南北線）,41412
2022-07-01,大通（東西線）,21307
2022-07-01,大通（東豊線）,14538
2022-07-01,すすきの,12092
2022-07-02,さっぽろ（南北線）,41420
2022-07-02,さっぽろ（東豊線）,22298
2022-07-02,大通（南北線）,34893
2022-07-02,大通（東西線）,14567
2022-07-02,大通（東豊線）,10378
2022-07-02,すすきの,13083
2022-07-03,さっぽろ（南北線）,34314
2022-07-03,さっぽろ（東豊線）,17049
2022-07-03,大通（南北線）,28228
2022-07-03,大通（東西線）,11605
2022-07-03,大通（東豊線）,8156
2022-07-03,すすきの,10822
2022-07-04,さっぽろ（南北線）,46199
2022-07-04,さっぽろ（東豊線）,26297
2022-07-04,大通（南北線）,35521
2022-07-04,大通（東西線）,18721
2022-07-04,大通（東豊線）,12738
2022-07-04,すすきの,9960
2022-07-05,さっぽろ（南北線）,46308
2022-07-05,さっぽろ（東豊線）,26606
2022-07-05,大通（南北線）,36000
2022-07-05,大通（東西線）,18715
2022-07-05,大通（東豊線）,12685
2022-07-05,すすきの,10012
2022-07-06,さっぽろ（南北線）,49186
2022-07-06,さっぽろ（東豊線）,26481
2022-07-06,大通（南北線）,37539
2022-07-06,大通（東西線）,19474
2022-07-06,大通（東豊線）,12731
2022-07-06,すすきの,10566
2022-07-07,さっぽろ（南北線）,48250
2022-07-07,さっぽろ（東豊線）,27476
2022-07-07,大通（南北線）,37198
2022-07-07,大通（東西線）,19382
2022-07-07,大通（東豊線）,12812
2022-07-07,すすきの,10617
2022-07-08,さっぽろ（南北線）,51955
2022-07-08,さっぽろ（東豊線）,28176
2022-07-08,大通（南北線）,40737
2022-07-08,大通（東西線）,20550
2022-07-08,大通（東豊線）,13293
2022-07-08,すすきの,12314
2022-07-09,さっぽろ（南北線）,48198
2022-07-09,さっぽろ（東豊線）,20297
2022-07-09,大通（南北線）,38078
2022-07-09,大通（東西線）,14681
2022-07-09,大通（東豊線）,9598
2022-07-09,すすきの,15701
2022-07-10,さっぽろ（南北線）,35250
2022-07-10,さっぽろ（東豊線）,17482
2022-07-10,大通（南北線）,29206
2022-07-10,大通（東西線）,11092
2022-07-10,大通（東豊線）,8012
2022-07-10,すすきの,11668
2022-07-11,さっぽろ（南北線）,46554
2022-07-11,さっぽろ（東豊線）,26149
2022-07-11,大通（南北線）,35806
2022-07-11,大通（東西線）,18282
2022-07-11,大通（東豊線）,12556
2022-07-11,すすきの,10595
2022-07-12,さっぽろ（南北線）,46977
2022-07-12,さっぽろ（東豊線）,26246
2022-07-12,大通（南北線）,36372
2022-07-12,大通（東西線）,18940
2022-07-12,大通（東豊線）,12601
2022-07-12,すすきの,10671
2022-07-13,さっぽろ（南北線）,47585
2022-07-13,さっぽろ（東豊線）,26483
2022-07-13,大通（南北線）,36849
2022-07-13,大通（東西線）,18607
2022-07-13,大通（東豊線）,12517
2022-07-13,すすきの,10430
2022-07-14,さっぽろ（南北線）,47163
2022-07-14,さっぽろ（東豊線）,26681
2022-07-14,大通（南北線）,36138
2022-07-14,大通（東西線）,18520
2022-07-14,大通（東豊線）,12287
2022-07-14,すすきの,10541
2022-07-15,さっぽろ（南北線）,51187
2022-07-15,さっぽろ（東豊線）,27650
2022-07-15,大通（南北線）,39536
2022-07-15,大通（東西線）,19482
2022-07-15,大通（東豊線）,12987
2022-07-15,すすきの,12244
2022-07-16,さっぽろ（南北線）,41845
2022-07-16,さっぽろ（東豊線）,21651
2022-07-16,大通（南北線）,33591
2022-07-16,大通（東西線）,13881
2022-07-16,大通（東豊線）,10031
2022-07-16,すすきの,13380
2022-07-17,さっぽろ（南北線）,35932
2022-07-17,さっぽろ（東豊線）,18758
2022-07-17,大通（南北線）,29197
2022-07-17,大通（東西線）,10390
2022-07-17,大通（東豊線）,8040
2022-07-17,すすきの,12422
2022-07-18,さっぽろ（南北線）,31724
2022-07-18,さっぽろ（東豊線）,16410
2022-07-18,大通（南北線）,25170
2022-07-18,大通（東西線）,10208
2022-07-18,大通（東豊線）,7512
2022-07-18,すすきの,9578
2022-07-19,さっぽろ（南北線）,45515
2022-07-19,さっぽろ（東豊線）,25644
2022-07-19,大通（南北線）,35680
2022-07-19,大通（東西線）,18561
2022-07-19,大通（東豊線）,12576
2022-07-19,すすきの,10035
2022-07-20,さっぽろ（南北線）,43902
2022-07-20,さっぽろ（東豊線）,25901
2022-07-20,大通（南北線）,35942
2022-07-20,大通（東西線）,18851
2022-07-20,大通（東豊線）,12634
2022-07-20,すすきの,9630
2022-07-21,さっぽろ（南北線）,45809
2022-07-21,さっぽろ（東豊線）,25554
2022-07-21,大通（南北線）,35582
2022-07-21,大通（東西線）,18769
2022-07-21,大通（東豊線）,12214
2022-07-21,すすきの,10147
2022-07-22,さっぽろ（南北線）,49818
2022-07-22,さっぽろ（東豊線）,26776
2022-07-22,大通（南北線）,40024
2022-07-22,大通（東西線）,19676
2022-07-22,大通（東豊線）,13077
2022-07-22,すすきの,12296
2022-07-23,さっぽろ（南北線）,36997
2022-07-23,さっぽろ（東豊線）,19680
2022-07-23,大通（南北線）,31359
2022-07-23,大通（東西線）,13023
2022-07-23,大通（東豊線）,9219
2022-07-23,すすきの,12299
2022-07-24,さっぽろ（南北線）,30460
2022-07-24,さっぽろ（東豊線）,16139
2022-07-24,大通（南北線）,24547
2022-07-24,大通（東西線）,10036
2022-07-24,大通（東豊線）,7030
2022-07-24,すすきの,9910
2022-07-25,さっぽろ（南北線）,44281
2022-07-25,さっぽろ（東豊線）,24649
2022-07-25,大通（南北線）,35133
2022-07-25,大通（東西線）,18833
2022-07-25,大通（東豊線）,12568
2022-07-25,すすきの,10013
2022-07-26,さっぽろ（南北線）,44038
2022-07-26,さっぽろ（東豊線）,24224
2022-07-26,大通（南北線）,35192
2022-07-26,大通（東西線）,18696
2022-07-26,大通（東豊線）,12393
2022-07-26,すすきの,9782
2022-07-27,さっぽろ（南北線）,44136
2022-07-27,さっぽろ（東豊線）,24410
2022-07-27,大通（南北線）,34917
2022-07-27,大通（東西線）,18089
2022-07-27,大通（東豊線）,12160
2022-07-27,すすきの,10001
2022-07-28,さっぽろ（南北線）,44905
2022-07-28,さっぽろ（東豊線）,24385
2022-07-28,大通（南北線）,35618
2022-07-28,大通（東西線）,18668
2022-07-28,大通（東豊線）,12431
2022-07-28,すすきの,10063
2022-07-29,さっぽろ（南北線）,56864
2022-07-29,さっぽろ（東豊線）,27270
2022-07-29,大通（南北線）,44445
2022-07-29,大通（東西線）,20403
2022-07-29,大通（東豊線）,13475
2022-07-29,すすきの,13769
2022-07-30,さっぽろ（南北線）,37002
2022-07-30,さっぽろ（東豊線）,19478
2022-07-30,大通（南北線）,32161
2022-07-30,大通（東西線）,13547
2022-07-30,大通（東豊線）,9991
2022-07-30,すすきの,12565
2022-07-31,さっぽろ（南北線）,29926
2022-07-31,さっぽろ（東豊線）,15424
2022-07-31,大通（南北線）,25146
2022-07-31,大通（東西線）,10290
2022-07-31,大通（東豊線）,7682
2022-07-31,すすきの,10318
2022-12-01,さっぽろ（南北線）,50188
2022-12-01,さっぽろ（東豊線）,28139
2022-12-01,大通（南北線）,39923
2022-12-01,大通（東西線）,20056
2022-12-01,大通（東豊線）,14206
2022-12-01,すすきの,11622
2022-12-02,さっぽろ（南北線）,53850
2022-12-02,さっぽろ（東豊線）,28874
2022-12-02,大通（南北線）,43233
2022-12-02,大通（東西線）,20891
2022-12-02,大通（東豊線）,14414
2022-12-02,すすきの,13572
2022-12-03,さっぽろ（南北線）,43529
2022-12-03,さっぽろ（東豊線）,20501
2022-12-03,大通（南北線）,38465
2022-12-03,大通（東西線）,15188
2022-12-03,大通（東豊線）,10949
2022-12-03,すすきの,14959
2022-12-04,さっぽろ（南北線）,34773
2022-12-04,さっぽろ（東豊線）,16042
2022-12-04,大通（南北線）,30593
2022-12-04,大通（東西線）,11664
2022-12-04,大通（東豊線）,8459
2022-12-04,すすきの,11838
2022-12-05,さっぽろ（南北線）,50172
2022-12-05,さっぽろ（東豊線）,28090
2022-12-05,大通（南北線）,39222
2022-12-05,大通（東西線）,19832
2022-12-05,大通（東豊線）,14073
2022-12-05,すすきの,11259
2022-12-06,さっぽろ（南北線）,50817
2022-12-06,さっぽろ（東豊線）,28040
2022-12-06,大通（南北線）,39449
2022-12-06,大通（東西線）,20128
2022-12-06,大通（東豊線）,14015
2022-12-06,すすきの,11571
2022-12-07,さっぽろ（南北線）,49622
2022-12-07,さっぽろ（東豊線）,27691
2022-12-07,大通（南北線）,39773
2022-12-07,大通（東西線）,19743
2022-12-07,大通（東豊線）,13994
2022-12-07,すすきの,11735
2022-12-08,さっぽろ（南北線）,50914
2022-12-08,さっぽろ（東豊線）,27981
2022-12-08,大通（南北線）,40181
2022-12-08,大通（東西線）,20398
2022-12-08,大通（東豊線）,14072
2022-12-08,すすきの,12035
2022-12-09,さっぽろ（南北線）,55288
2022-12-09,さっぽろ（東豊線）,29589
2022-12-09,大通（南北線）,44611
2022-12-09,大通（東西線）,21619
2022-12-09,大通（東豊線）,14751
2022-12-09,すすきの,14438
2022-12-10,さっぽろ（南北線）,46837
2022-12-10,さっぽろ（東豊線）,20842
2022-12-10,大通（南北線）,41417
2022-12-10,大通（東西線）,17151
2022-12-10,大通（東豊線）,11443
2022-12-10,すすきの,16288
2022-12-11,さっぽろ（南北線）,36378
2022-12-11,さっぽろ（東豊線）,16222
2022-12-11,大通（南北線）,32136
2022-12-11,大通（東西線）,12303
2022-12-11,大通（東豊線）,8589
2022-12-11,すすきの,13035
2022-12-12,さっぽろ（南北線）,51789
2022-12-12,さっぽろ（東豊線）,28540
2022-12-12,大通（南北線）,41868
2022-12-12,大通（東西線）,20635
2022-12-12,大通（東豊線）,14713
2022-12-12,すすきの,12166
2022-12-13,さっぽろ（南北線）,50341
2022-12-13,さっぽろ（東豊線）,28011
2022-12-13,大通（南北線）,39711
2022-12-13,大通（東西線）,19876
2022-12-13,大通（東豊線）,14012
2022-12-13,すすきの,11958
2022-12-14,さっぽろ（南北線）,51608
2022-12-14,さっぽろ（東豊線）,28207
2022-12-14,大通（南北線）,40633
2022-12-14,大通（東西線）,19798
2022-12-14,大通（東豊線）,13964
2022-12-14,すすきの,12499
2022-12-15,さっぽろ（南北線）,53845
2022-12-15,さっぽろ（東豊線）,29254
2022-12-15,大通（南北線）,44013
2022-12-15,大通（東西線）,21217
2022-12-15,大通（東豊線）,14921
2022-12-15,すすきの,13576
2022-12-16,さっぽろ（南北線）,59294
2022-12-16,さっぽろ（東豊線）,30793
2022-12-16,大通（南北線）,47485
2022-12-16,大通（東西線）,22275
2022-12-16,大通（東豊線）,15186
2022-12-16,すすきの,15949
2022-12-17,さっぽろ（南北線）,51461
2022-12-17,さっぽろ（東豊線）,30716
2022-12-17,大通（南北線）,46743
2022-12-17,大通（東西線）,18094
2022-12-17,大通（東豊線）,14457
2022-12-17,すすきの,19389
2022-12-18,さっぽろ（南北線）,40299
2022-12-18,さっぽろ（東豊線）,17850
2022-12-18,大通（南北線）,35835
2022-12-18,大通（東西線）,13357
2022-12-18,大通（東豊線）,9373
2022-12-18,すすきの,15198
2022-12-19,さっぽろ（南北線）,53441
2022-12-19,さっぽろ（東豊線）,28949
2022-12-19,大通（南北線）,42264
2022-12-19,大通（東西線）,20634
2022-12-19,大通（東豊線）,14643
2022-12-19,すすきの,12895
2022-12-20,さっぽろ（南北線）,53550
2022-12-20,さっぽろ（東豊線）,28626
2022-12-20,大通（南北線）,43290
2022-12-20,大通（東西線）,21157
2022-12-20,大通（東豊線）,14659
2022-12-20,すすきの,13334
2022-12-21,さっぽろ（南北線）,53457
2022-12-21,さっぽろ（東豊線）,29288
2022-12-21,大通（南北線）,44646
2022-12-21,大通（東西線）,21542
2022-12-21,大通（東豊線）,14832
2022-12-21,すすきの,13707
2022-12-22,さっぽろ（南北線）,54375
2022-12-22,さっぽろ（東豊線）,29352
2022-12-22,大通（南北線）,45150
2022-12-22,大通（東西線）,21300
2022-12-22,大通（東豊線）,14926
2022-12-22,すすきの,13694
2022-12-23,さっぽろ（南北線）,61232
2022-12-23,さっぽろ（東豊線）,30631
2022-12-23,大通（南北線）,49299
2022-12-23,大通（東西線）,22697
2022-12-23,大通（東豊線）,15726
2022-12-23,すすきの,15677
2022-12-24,さっぽろ（南北線）,53688
2022-12-24,さっぽろ（東豊線）,24680
2022-12-24,大通（南北線）,46038
2022-12-24,大通（東西線）,19088
2022-12-24,大通（東豊線）,13138
2022-12-24,すすきの,17179
2022-12-25,さっぽろ（南北線）,45938
2022-12-25,さっぽろ（東豊線）,20120
2022-12-25,大通（南北線）,40906
2022-12-25,大通（東西線）,15748
2022-12-25,大通（東豊線）,11084
2022-12-25,すすきの,16113
2022-12-26,さっぽろ（南北線）,55531
2022-12-26,さっぽろ（東豊線）,28148
2022-12-26,大通（南北線）,45020
2022-12-26,大通（東西線）,22036
2022-12-26,大通（東豊線）,14872
2022-12-26,すすきの,15349
2022-12-27,さっぽろ（南北線）,53993
2022-12-27,さっぽろ（東豊線）,26898
2022-12-27,大通（南北線）,44881
2022-12-27,大通（東西線）,21368
2022-12-27,大通（東豊線）,14562
2022-12-27,すすきの,15840
2022-12-28,さっぽろ（南北線）,53612
2022-12-28,さっぽろ（東豊線）,26191
2022-12-28,大通（南北線）,45111
2022-12-28,大通（東西線）,20372
2022-12-28,大通（東豊線）,13844
2022-12-28,すすきの,18240
2022-12-29,さっぽろ（南北線）,44248
2022-12-29,さっぽろ（東豊線）,19787
2022-12-29,大通（南北線）,38314
2022-12-29,大通（東西線）,14300
2022-12-29,大通（東豊線）,9996
2022-12-29,すすきの,17169
2022-12-30,さっぽろ（南北線）,38020
2022-12-30,さっぽろ（東豊線）,16605
2022-12-30,大通（南北線）,31973
2022-12-30,大通（東西線）,11739
2022-12-30,大通（東豊線）,7966
2022-12-30,すすきの,14956
2022-12-31,さっぽろ（南北線）,25003
2022-12-31,さっぽろ（東豊線）,10876
2022-12-31,大通（南北線）,17751
2022-12-31,大通（東西線）,7432
2022-12-31,大通（東豊線）,5002
2022-12-31,すすきの,8816
2023-12-01,さっぽろ（南北線）,57259
2023-12-01,さっぽろ（東豊線）,29519
2023-12-01,大通（南北線）,50148
2023-12-01,大通（東西線）,21804
2023-12-01,大通（東豊線）,16330
2023-12-01,すすきの,20853
2023-12-02,さっぽろ（南北線）,49689
2023-12-02,さっぽろ（東豊線）,20856
2023-12-02,大通（南北線）,47203
2023-12-02,大通（東西線）,17275
2023-12-02,大通（東豊線）,12759
2023-12-02,すすきの,24755
2023-12-03,さっぽろ（南北線）,38364
2023-12-03,さっぽろ（東豊線）,20102
2023-12-03,大通（南北線）,36868
2023-12-03,大通（東西線）,13236
2023-12-03,大通（東豊線）,11156
2023-12-03,すすきの,19038
2023-12-04,さっぽろ（南北線）,51407
2023-12-04,さっぽろ（東豊線）,27815
2023-12-04,大通（南北線）,42663
2023-12-04,大通（東西線）,20418
2023-12-04,大通（東豊線）,15019
2023-12-04,すすきの,16568
2023-12-05,さっぽろ（南北線）,50264
2023-12-05,さっぽろ（東豊線）,27529
2023-12-05,大通（南北線）,42690
2023-12-05,大通（東西線）,20685
2023-12-05,大通（東豊線）,15185
2023-12-05,すすきの,15515
2023-12-06,さっぽろ（南北線）,51075
2023-12-06,さっぽろ（東豊線）,27892
2023-12-06,大通（南北線）,43707
2023-12-06,大通（東西線）,21291
2023-12-06,大通（東豊線）,15693
2023-12-06,すすきの,16346
2023-12-07,さっぽろ（南北線）,51272
2023-12-07,さっぽろ（東豊線）,27244
2023-12-07,大通（南北線）,42788
2023-12-07,大通（東西線）,20460
2023-12-07,大通（東豊線）,14911
2023-12-07,すすきの,16233
2023-12-08,さっぽろ（南北線）,57353
2023-12-08,さっぽろ（東豊線）,29094
2023-12-08,大通（南北線）,50931
2023-12-08,大通（東西線）,22762
2023-12-08,大通（東豊線）,16375
2023-12-08,すすきの,20737
2023-12-09,さっぽろ（南北線）,48213
2023-12-09,さっぽろ（東豊線）,19702
2023-12-09,大通（南北線）,46113
2023-12-09,大通（東西線）,17874
2023-12-09,大通（東豊線）,12644
2023-12-09,すすきの,23854
2023-12-10,さっぽろ（南北線）,37407
2023-12-10,さっぽろ（東豊線）,15714
2023-12-10,大通（南北線）,37048
2023-12-10,大通（東西線）,13355
2023-12-10,大通（東豊線）,9734
2023-12-10,すすきの,18064
2023-12-11,さっぽろ（南北線）,52190
2023-12-11,さっぽろ（東豊線）,28165
2023-12-11,大通（南北線）,43316
2023-12-11,大通（東西線）,20933
2023-12-11,大通（東豊線）,15373
2023-12-11,すすきの,16342
2023-12-12,さっぽろ（南北線）,52615
2023-12-12,さっぽろ（東豊線）,28577
2023-12-12,大通（南北線）,44703
2023-12-12,大通（東西線）,21000
2023-12-12,大通（東豊線）,15760
2023-12-12,すすきの,17004
2023-12-13,さっぽろ（南北線）,54366
2023-12-13,さっぽろ（東豊線）,28536
2023-12-13,大通（南北線）,46898
2023-12-13,大通（東西線）,21364
2023-12-13,大通（東豊線）,16095
2023-12-13,すすきの,17903
2023-12-14,さっぽろ（南北線）,55322
2023-12-14,さっぽろ（東豊線）,28824
2023-12-14,大通（南北線）,46908
2023-12-14,大通（東西線）,21582
2023-12-14,大通（東豊線）,16108
2023-12-14,すすきの,17765
2023-12-15,さっぽろ（南北線）,60944
2023-12-15,さっぽろ（東豊線）,30310
2023-12-15,大通（南北線）,54537
2023-12-15,大通（東西線）,23852
2023-12-15,大通（東豊線）,17327
2023-12-15,すすきの,22675
2023-12-16,さっぽろ（南北線）,53433
2023-12-16,さっぽろ（東豊線）,22973
2023-12-16,大通（南北線）,51179
2023-12-16,大通（東西線）,18741
2023-12-16,大通（東豊線）,14031
2023-12-16,すすきの,25333
2023-12-17,さっぽろ（南北線）,39920
2023-12-17,さっぽろ（東豊線）,16734
2023-12-17,大通（南北線）,39829
2023-12-17,大通（東西線）,14120
2023-12-17,大通（東豊線）,10294
2023-12-17,すすきの,18726
2023-12-18,さっぽろ（南北線）,54869
2023-12-18,さっぽろ（東豊線）,28891
2023-12-18,大通（南北線）,46294
2023-12-18,大通（東西線）,21193
2023-12-18,大通（東豊線）,15809
2023-12-18,すすきの,17220
2023-12-19,さっぽろ（南北線）,56274
2023-12-19,さっぽろ（東豊線）,29760
2023-12-19,大通（南北線）,48901
2023-12-19,大通（東西線）,21831
2023-12-19,大通（東豊線）,16446
2023-12-19,すすきの,17991
2023-12-20,さっぽろ（南北線）,56118
2023-12-20,さっぽろ（東豊線）,29086
2023-12-20,大通（南北線）,49178
2023-12-20,大通（東西線）,22373
2023-12-20,大通（東豊線）,16612
2023-12-20,すすきの,18425
2023-12-21,さっぽろ（南北線）,57530
2023-12-21,さっぽろ（東豊線）,29318
2023-12-21,大通（南北線）,50089
2023-12-21,大通（東西線）,22360
2023-12-21,大通（東豊線）,16690
2023-12-21,すすきの,19131
2023-12-22,さっぽろ（南北線）,61918
2023-12-22,さっぽろ（東豊線）,30070
2023-12-22,大通（南北線）,55930
2023-12-22,大通（東西線）,23758
2023-12-22,大通（東豊線）,17297
2023-12-22,すすきの,23121
2023-12-23,さっぽろ（南北線）,54318
2023-12-23,さっぽろ（東豊線）,22518
2023-12-23,大通（南北線）,50462
2023-12-23,大通（東西線）,19043
2023-12-23,大通（東豊線）,14074
2023-12-23,すすきの,24683
2023-12-24,さっぽろ（南北線）,46680
2023-12-24,さっぽろ（東豊線）,18790
2023-12-24,大通（南北線）,43952
2023-12-24,大通（東西線）,16772
2023-12-24,大通（東豊線）,11795
2023-12-24,すすきの,21144
2023-12-25,さっぽろ（南北線）,60382
2023-12-25,さっぽろ（東豊線）,29113
2023-12-25,大通（南北線）,53451
2023-12-25,大通（東西線）,25290
2023-12-25,大通（東豊線）,17883
2023-12-25,すすきの,20350
2023-12-26,さっぽろ（南北線）,58686
2023-12-26,さっぽろ（東豊線）,27950
2023-12-26,大通（南北線）,50503
2023-12-26,大通（東西線）,22347
2023-12-26,大通（東豊線）,16357
2023-12-26,すすきの,21649
2023-12-27,さっぽろ（南北線）,58375
2023-12-27,さっぽろ（東豊線）,27407
2023-12-27,大通（南北線）,50783
2023-12-27,大通（東西線）,22136
2023-12-27,大通（東豊線）,16292
2023-12-27,すすきの,22644
2023-12-28,さっぽろ（南北線）,57361
2023-12-28,さっぽろ（東豊線）,25584
2023-12-28,大通（南北線）,51760
2023-12-28,大通（東西線）,21190
2023-12-28,大通（東豊線）,15369
2023-12-28,すすきの,25321
2023-12-29,さっぽろ（南北線）,46328
2023-12-29,さっぽろ（東豊線）,19096
2023-12-29,大通（南北線）,43211
2023-12-29,大通（東西線）,15650
2023-12-29,大通（東豊線）,11218
2023-12-29,すすきの,24128
2023-12-30,さっぽろ（南北線）,39218
2023-12-30,さっぽろ（東豊線）,15391
